ID	variant	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
7849	snp	953	4	20	20	100	10.0	3	100	33.0
7850	snp	1715	8	20	20	0	0	13	0	0
7851	snp	1932	17	20	20	0	0	8	0	0
7852	snp	1901	3	20	20	100	5.0	12	100	8.0
7853	snp	1651	8	20	20	100	5.0	11	100	9.0
7854	snp	204	1	7	7	100	100.0	0	0	0
7855	snp	852	1	20	20	100	50.0	8	0	0
7856	snp	623	5	20	16	0	0	5	0	0
7857	snp	768	4	16	16	100	100.0	0	0	0
7858	snp	658	1	20	20	100	100.0	0	0	0
7859	snp	919	2	20	20	100	25.0	0	0	0
7860	snp	1357	5	20	20	0	0	5	0	0
7861	snp	1279	7	20	20	0	0	6	0	0
7862	snp	1615	6	20	20	100	5.0	3	100	33.0
7863	snp	1620	13	20	20	0	0	2	0	0
7864	snp	1620	9	20	20	0	0	3	0	0
7865	snp	1613	10	20	20	100	5.0	5	100	20.0
7866	snp	1620	11	20	20	100	10.0	8	100	25.0
7867	snp	1612	7	20	20	100	55.0	6	100	33.0
7868	snp	1610	7	20	20	100	80.0	5	100	100.0
7869	snp	1582	3	20	20	100	50.0	13	100	38.0
7870	snp	1604	9	20	20	100	60.0	10	100	80.0
7871	snp	1510	11	20	20	100	10.0	9	100	22.0
7872	snp	1443	2	20	20	100	5.0	9	100	11.0
7873	snp	1402	3	20	18	100	23.333333333333332	13	100	17.666666666666668
7874	snp	1212	5	20	20	100	100.0	4	100	100.0
7875	snp	1201	2	20	20	100	100.0	0	0	0
7876	snp	1196	5	20	20	100	100.0	0	0	0
7877	snp	1220	6	20	20	100	100.0	0	0	0
7878	snp	1185	9	20	20	100	100.0	0	0	0
7879	snp	971	7	20	18	100	100.0	0	0	0
7880	snp	616	3	12	12	100	100.0	0	0	0
7881	snp	1171	2	20	20	100	50.0	5	0	0
7882	snp	1612	4	20	20	0	0	11	0	0
7883	snp	1612	8	20	20	0	0	10	0	0
7884	snp	1613	1	20	20	100	5.0	6	100	16.0
7885	snp	1531	8	20	20	0	0	12	0	0
7886	snp	1142	3	20	20	100	25.0	10	100	10.0
7887	snp	408	1	12	12	100	83.0	0	0	0
7888	indel	1357	2	20	20	100	62.5	18	100	58.0
7889	indel	656	10	10	8	100	12.0	4	100	25.0
7890	snp	1134	3	20	20	100	10.0	8	0	0
7891	snp	1746	8	20	20	0	0	12	0	0
7892	snp	1350	10	20	20	0	0	12	0	0
7893	snp	749	2	20	20	100	100.0	0	0	0
7894	snp	878	2	20	20	100	70.0	2	100	100.0
7895	snp	1223	8	20	20	100	50.0	6	100	50.0
7896	snp	1715	10	20	20	0	0	7	0	0
7897	snp	1932	6	20	20	100	5.0	8	100	12.0
7898	snp	1932	10	20	20	100	5.0	11	100	9.0
7899	snp	1940	15	20	20	0	0	9	0	0
7900	snp	1835	8	20	20	0	0	12	0	0
7901	snp	1933	15	20	20	100	5.0	9	100	11.0
7902	snp	1765	8	20	20	0	0	16	0	0
7903	snp	885	7	20	18	0	0	2	0	0
7904	snp	732	1	20	20	100	20.0	0	0	0
7905	snp	499	5	20	20	100	5.0	0	0	0
7906	snp	265	1	8	8	100	100.0	0	0	0
7907	snp	944	2	20	20	100	55.0	2	0	0
7908	snp	1691	9	20	18	0	0	11	0	0
7909	snp	1940	6	20	20	0	0	7	0	0
7910	snp	1940	5	20	20	0	0	12	0	0
7911	snp	1510	10	20	20	0	0	12	0	0
7912	snp	495	2	11	11	100	100.0	0	0	0
7913	snp	906	1	20	20	100	95.0	0	0	0
7914	snp	884	2	20	20	100	90.0	0	0	0
7915	snp	800	1	20	20	100	100.0	0	0	0
7916	snp	1000	4	20	20	100	70.0	0	0	0
7917	snp	1434	5	20	20	100	80.0	0	0	0
7918	snp	1589	5	20	20	100	75.0	6	100	66.0
7919	snp	1620	8	20	20	0	0	1	0	0
7920	snp	1589	9	20	20	100	35.0	6	100	16.0
7921	snp	324	4	4	4	100	75.0	3	100	66.0
7922	snp	184	3	20	18	100	16.0	9	0	0
7923	snp	534	14	20	20	100	20.0	10	100	30.0
7924	snp	1327	14	20	20	100	35.0	12	100	58.0
7925	snp	1780	10	20	20	0	0	8	0	0
7926	snp	1519	1	20	20	100	25.0	3	0	0
7927	snp	124	2	4	4	100	100.0	0	0	0
7928	snp	433	4	20	20	100	15.0	12	100	8.0
7929	snp	1927	13	20	20	100	5.0	4	100	25.0
7930	snp	1932	6	20	20	100	5.0	6	0	0
7931	snp	954	6	20	20	100	45.0	2	100	100.0
7932	snp	1164	6	20	20	100	55.0	0	0	0
7933	snp	679	19	20	20	100	35.0	2	100	50.0
7934	snp	1253	12	20	20	100	60.0	1	100	100.0
7935	snp	776	4	20	20	100	40.0	3	100	66.0
7936	snp	1067	8	20	18	100	50.0	2	100	50.0
7937	snp	970	11	20	20	100	45.0	0	0	0
7938	snp	1059	6	20	20	100	55.0	3	100	100.0
7939	snp	1358	12	20	20	100	60.0	1	100	100.0
7940	snp	582	10	20	20	100	30.0	2	100	50.0
7941	snp	1044	14	20	20	100	50.0	2	100	100.0
7942	snp	1156	10	20	20	100	45.0	3	100	66.0
7943	snp	1059	11	20	20	100	50.0	5	100	80.0
7944	snp	776	9	20	20	100	35.0	3	100	33.0
7945	snp	970	5	20	20	100	40.0	4	100	25.0
7946	snp	679	12	20	20	100	30.0	2	0	0
7947	snp	1067	12	20	20	100	55.0	1	0	0
7948	snp	970	16	20	20	100	40.0	4	100	50.0
7949	snp	1164	7	20	20	100	50.0	3	100	66.0
7950	snp	1028	11	20	18	100	55.0	1	100	100.0
7951	snp	1343	10	20	18	100	61.0	3	100	100.0
7952	snp	1164	8	20	18	100	61.0	4	100	50.0
7953	snp	769	9	20	18	100	33.0	1	100	100.0
7954	snp	873	9	20	18	100	38.0	1	100	100.0
7955	snp	1067	5	20	18	100	50.0	2	100	50.0
7956	snp	1164	6	20	20	100	60.0	5	100	100.0
7957	snp	1245	4	20	18	100	61.0	5	100	60.0
7958	snp	873	14	20	20	100	45.0	0	0	0
7959	snp	1261	11	20	20	100	65.0	3	100	66.0
7960	snp	970	14	20	20	100	45.0	4	100	25.0
7961	snp	1036	5	20	20	100	45.0	3	100	100.0
7962	snp	773	1	20	20	100	40.0	9	100	55.0
7963	snp	1160	5	20	20	100	45.0	3	100	100.0
7964	snp	865	14	20	20	100	40.0	4	100	50.0
7965	snp	866	5	20	20	100	45.0	3	100	100.0
7966	snp	970	12	20	20	100	50.0	1	100	100.0
7967	snp	1261	10	20	18	100	61.0	2	100	100.0
7968	snp	1067	2	20	20	100	50.0	4	100	50.0
7969	snp	970	11	20	20	100	45.0	0	0	0
7970	snp	1164	7	20	20	100	55.0	4	100	50.0
7971	snp	873	10	20	20	100	40.0	2	100	50.0
7972	snp	970	11	20	20	100	45.0	5	100	100.0
7973	snp	1059	19	20	20	100	45.0	6	100	83.0
7974	snp	873	14	20	20	100	45.0	6	100	66.0
7975	snp	1164	10	20	20	100	60.0	2	100	50.0
7976	snp	1245	3	20	18	100	61.0	11	100	72.0
7977	snp	970	14	20	18	100	33.0	11	100	36.0
7978	snp	1932	11	20	20	100	25.0	10	100	50.0
7979	snp	1641	9	20	20	100	5.0	7	100	14.0
7980	snp	1899	2	20	20	100	15.0	8	100	37.0
7981	snp	1932	10	20	20	100	5.0	7	100	14.0
7982	snp	1932	7	20	20	0	0	6	0	0
7983	snp	1940	13	20	20	0	0	2	0	0
7984	snp	1932	11	20	20	0	0	6	0	0
7985	snp	1932	11	20	20	100	10.0	5	100	40.0
7986	snp	1948	16	20	20	100	10.0	6	100	33.0
7987	snp	1940	15	20	20	100	5.0	8	100	12.0
7988	snp	1932	21	20	20	0	0	10	0	0
7989	snp	1940	12	20	20	0	0	1	0	0
7990	snp	1940	10	20	20	0	0	5	0	0
7991	snp	1917	8	20	20	0	0	4	0	0
7992	snp	1924	9	20	20	0	0	11	0	0
7993	snp	1843	11	20	20	100	5.0	8	100	12.0
7994	snp	1940	14	20	20	0	0	1	0	0
7995	snp	1940	9	20	20	0	0	4	0	0
7996	snp	1924	17	20	20	0	0	5	0	0
7997	snp	1930	8	20	20	62	5.0	5	62	20.0
7998	snp	1932	9	20	20	0	0	3	0	0
7999	snp	1917	6	20	20	100	5.0	6	100	16.0
8000	snp	1940	9	20	20	0	0	3	0	0
8001	snp	1932	13	20	20	0	0	6	0	0
8002	snp	1940	17	20	20	0	0	6	0	0
8003	snp	1843	13	20	20	0	0	6	0	0
8004	snp	1835	11	20	18	100	5.0	10	100	10.0
8005	snp	1940	3	20	20	100	10.0	7	100	28.0
8006	snp	1932	11	20	20	0	0	4	0	0
8007	snp	1940	18	20	20	100	10.0	7	100	28.0
8008	snp	1932	7	20	20	0	0	6	0	0
8009	snp	1924	10	20	20	0	0	5	0	0
8010	snp	1917	7	20	20	100	5.0	5	100	20.0
8011	snp	1925	8	20	20	100	5.0	8	100	12.0
8012	snp	1827	17	20	20	0	0	3	0	0
8013	snp	1932	7	20	20	100	5.0	7	100	14.0
8014	snp	1930	6	20	20	16	5.0	5	16	20.0
8015	snp	1932	290	20	20	0	0	0	0	0
8016	snp	1831	5	20	18	0	0	2	0	0
8017	snp	1908	296	20	20	0	0	5	0	0
8018	snp	1940	318	20	20	0	0	3	0	0
8019	snp	1924	302	20	20	0	0	3	0	0
8020	snp	1867	4	20	18	0	0	1	0	0
8021	snp	1847	11	20	20	100	5.0	6	100	16.0
8022	snp	1765	25	20	20	100	5.0	4	100	25.0
8023	snp	1670	1	20	18	0	0	1	0	0
8024	snp	1724	15	20	20	0	0	5	0	0
8025	snp	1740	10	20	20	0	0	3	0	0
8026	snp	1740	11	20	20	0	0	1	0	0
8027	snp	1732	8	20	20	0	0	2	0	0
8028	snp	1572	2	20	16	0	0	2	0	0
8029	snp	1635	4	20	20	100	5.0	6	100	16.0
8030	snp	1463	7	20	20	0	0	8	0	0
8031	snp	1455	7	20	20	100	5.0	4	100	25.0
8032	snp	1433	8	20	20	100	5.0	3	100	33.0
8033	snp	1426	1	20	20	100	10.0	1	100	100.0
8034	snp	1427	8	20	20	100	5.0	8	100	12.0
8035	snp	1440	15	20	20	0	0	2	0	0
8036	snp	1395	3	20	20	100	5.0	5	100	20.0
8037	snp	1270	232	20	20	0	0	2	0	0
8038	snp	1232	15	20	20	0	0	1	0	0
8039	snp	1240	10	20	20	0	0	2	0	0
8040	snp	1160	8	20	20	0	0	5	0	0
8041	snp	1095	4	20	20	0	0	4	0	0
8042	snp	917	2	20	16	0	0	6	0	0
8043	snp	990	6	20	20	100	25.0	0	0	0
8044	snp	819	3	20	18	0	0	0	0	0
8045	snp	873	5	20	16	0	0	0	0	0
8046	snp	785	4	20	18	0	0	0	0	0
8047	snp	694	11	20	20	0	0	0	0	0
8048	snp	700	6	20	20	0	0	0	0	0
8049	snp	660	7	20	20	100	10.0	0	0	0
8050	snp	575	2	20	18	0	0	0	0	0
8051	snp	1940	20	20	20	0	0	1	0	0
8052	snp	1909	7	20	20	100	5.0	8	100	12.0
8053	snp	1932	10	20	20	100	5.0	7	100	14.0
8054	snp	1835	10	20	20	100	20.0	7	100	57.0
8055	snp	1940	10	20	20	0	0	1	0	0
8056	snp	1925	5	20	20	0	0	5	0	0
8057	snp	1940	6	20	20	0	0	4	0	0
8058	snp	1932	6	20	20	0	0	3	0	0
8059	snp	1835	11	20	20	0	0	5	0	0
8060	snp	1940	12	20	20	100	10.0	5	100	20.0
8061	snp	1924	14	20	20	0	0	8	0	0
8062	snp	1828	1	20	20	100	5.0	7	100	14.0
8063	snp	1932	10	20	20	0	0	5	0	0
8064	snp	1924	13	20	20	100	10.0	6	100	33.0
8065	snp	1932	11	20	20	0	0	4	0	0
8066	snp	1835	7	20	20	0	0	6	0	0
8067	snp	1925	10	20	20	100	10.0	9	100	22.0
8068	snp	1940	11	20	20	0	0	4	0	0
8069	snp	1870	10	20	20	0	0	6	0	0
8070	snp	1732	8	20	20	0	0	4	0	0
8071	snp	1555	11	20	20	100	10.0	9	100	22.0
8072	snp	1440	10	20	20	0	0	1	0	0
8073	snp	1377	12	20	20	0	0	6	0	0
8074	snp	1220	15	20	20	0	0	3	0	0
8075	snp	1105	9	20	20	0	0	6	0	0
8076	snp	1002	10	20	20	100	90.0	4	100	75.0
8077	snp	505	10	11	11	100	9.0	0	0	0
8078	snp	500	3	20	20	100	51.666666666666664	0	0	0
8079	snp	760	7	20	20	100	5.0	0	0	0
8080	snp	975	6	20	20	100	5.0	0	0	0
8081	snp	1000	12	20	20	0	0	0	0	0
8082	snp	1000	11	20	20	0	0	0	0	0
8083	snp	992	9	20	20	0	0	0	0	0
8084	snp	941	5	20	20	0	0	4	0	0
8085	snp	1097	4	20	20	100	95.0	3	100	66.0
8086	snp	1100	3	20	20	100	100.0	0	0	0
8087	snp	1080	10	20	20	100	95.0	1	100	100.0
8088	snp	1195	5	20	20	100	100.0	4	100	100.0
8089	snp	1200	2	20	20	100	75.0	2	100	100.0
8090	snp	1228	5	20	20	0	0	3	0	0
8091	snp	1223	3	20	20	0	0	2	0	0
8092	snp	1188	1	20	20	100	5.0	1	0	0
8093	snp	1234	8	20	20	100	10.0	6	100	33.0
8094	snp	1216	6	20	20	0	0	1	0	0
8095	snp	1240	6	20	20	0	0	2	0	0
8096	snp	1033	12	20	20	0	0	2	0	0
8097	snp	1260	8	20	20	100	5.0	6	0	0
8098	snp	1440	10	20	20	0	0	5	0	0
8099	snp	1396	3	20	20	100	5.0	8	0	0
8100	snp	1362	2	20	20	100	55.0	11	100	36.0
8101	snp	1532	5	20	20	100	95.0	3	100	100.0
8102	snp	1560	3	20	20	100	100.0	8	100	100.0
8103	snp	1553	4	20	20	100	100.0	6	100	100.0
8104	snp	1560	7	20	20	100	100.0	8	100	100.0
8105	snp	1560	5	20	20	100	100.0	6	100	100.0
8106	snp	1139	10	20	20	100	75.0	13	100	76.0
8107	snp	940	5	20	20	100	100.0	5	100	100.0
8108	snp	922	3	20	18	100	100.0	6	100	100.0
8109	snp	194	1	4	4	100	100.0	3	100	100.0
8110	snp	522	1	20	20	100	100.0	12	100	100.0
8111	snp	737	1	20	20	100	100.0	3	100	100.0
8112	snp	720	2	20	20	100	100.0	11	100	100.0
8113	snp	1097	2	20	20	100	100.0	6	100	100.0
8114	snp	1152	3	20	20	100	100.0	5	100	100.0
8115	snp	1168	4	20	20	100	100.0	6	100	100.0
8116	snp	1160	5	20	20	100	100.0	8	100	100.0
8117	snp	1160	13	20	20	100	100.0	7	100	100.0
8118	snp	1180	3	20	20	100	100.0	9	100	100.0
8119	snp	1256	5	20	20	100	90.0	9	100	100.0
8120	snp	1380	8	20	20	100	90.0	6	100	100.0
8121	snp	1304	3	20	18	100	94.0	8	100	87.0
8122	snp	1156	5	20	18	100	100.0	0	0	0
8123	snp	1175	3	20	20	100	100.0	0	0	0
8124	snp	998	1	20	18	100	100.0	0	0	0
8125	snp	1180	5	20	20	100	100.0	0	0	0
8126	snp	991	1	20	18	100	100.0	0	0	0
8127	snp	118	3	2	2	100	100.0	0	0	0
8128	snp	1679	4	20	20	100	100.0	8	100	100.0
8129	snp	1686	5	20	20	100	100.0	8	100	100.0
8130	snp	1068	12	20	20	100	60.0	10	100	50.0
8131	snp	1692	7	20	20	100	85.0	13	100	76.0
8132	snp	226	3	20	20	100	15.0	5	100	60.0
8133	snp	845	3	20	18	100	83.0	5	100	100.0
8134	snp	856	1	20	20	100	90.0	7	100	100.0
8135	snp	892	2	20	20	100	95.0	8	100	100.0
8136	snp	596	1	20	20	100	85.0	6	100	100.0
8137	snp	832	1	20	20	100	80.0	2	100	50.0
8138	snp	988	3	20	20	100	95.0	5	100	100.0
8139	snp	912	2	20	20	100	95.0	7	100	100.0
8140	snp	760	2	20	20	100	95.0	4	100	100.0
8141	snp	793	1	20	20	100	95.0	6	100	100.0
8142	snp	587	2	20	20	100	90.0	1	100	100.0
8143	snp	796	2	20	18	100	83.0	2	100	100.0
8144	snp	868	1	20	20	100	90.0	3	100	100.0
8145	snp	816	4	20	20	100	85.0	4	100	100.0
8146	snp	656	1	20	14	100	85.0	7	100	100.0
8147	snp	864	3	20	20	100	90.0	5	100	100.0
8148	snp	776	2	20	20	100	80.0	6	100	83.0
8149	snp	415	1	20	12	100	83.0	1	100	100.0
8150	snp	720	3	20	20	100	90.0	6	100	66.0
8151	snp	585	1	20	20	100	100.0	0	0	0
8152	snp	620	2	20	20	100	100.0	0	0	0
8153	snp	631	2	20	18	100	100.0	0	0	0
8154	snp	620	3	20	20	100	100.0	0	0	0
8155	snp	581	1	20	20	100	95.0	0	0	0
8156	snp	472	1	20	20	100	100.0	0	0	0
8157	snp	625	1	20	20	100	100.0	0	0	0
8158	snp	380	1	17	17	100	100.0	0	0	0
8159	indel	1050	1	20	20	100	70.0	2	0	0
8160	indel	1770	14	20	20	100	65.0	10	100	40.0
8161	indel	1909	2	20	20	100	90.0	16	100	87.0
8162	indel	1807	11	20	20	90	84.5	13	90	75.3
8163	indel	1900	10	20	20	80	100.0	10	80	100.0
8164	indel	567	7	8	8	100	31.714285714285715	5	28	70.0
8165	snp	1932	8	20	20	100	95.0	12	100	91.0
8166	snp	1940	4	20	20	100	100.0	8	100	100.0
8167	snp	1005	1	18	16	100	75.0	5	100	100.0
8168	snp	960	1	20	20	100	100.0	0	0	0
8169	snp	1000	6	20	20	100	100.0	0	0	0
8170	snp	998	1	20	20	100	100.0	0	0	0
8171	snp	1000	4	20	20	100	100.0	0	0	0
8172	snp	1000	2	20	20	100	100.0	0	0	0
8173	snp	999	2	20	20	100	100.0	0	0	0
8174	snp	1000	10	20	20	100	100.0	0	0	0
8175	snp	208	4	20	20	100	15.0	4	100	50.0
8176	snp	1448	6	20	20	100	100.0	2	100	100.0
8177	snp	1472	10	20	20	100	100.0	4	100	100.0
8178	snp	1511	7	20	20	100	100.0	3	100	100.0
8179	snp	1512	9	20	20	100	100.0	3	100	100.0
8180	snp	1568	3	20	20	100	100.0	4	100	100.0
8181	snp	1430	7	20	20	100	95.0	2	100	100.0
8182	snp	1494	6	20	20	100	95.0	2	100	100.0
8183	snp	1511	9	20	20	100	100.0	4	100	100.0
8184	snp	1416	4	20	20	100	100.0	2	100	100.0
8185	snp	1633	1	20	20	100	100.0	9	100	100.0
8186	snp	1312	8	20	20	100	80.0	9	100	77.0
8187	snp	1640	10	20	20	100	100.0	5	100	100.0
8188	snp	1632	12	20	20	100	100.0	3	100	100.0
8189	snp	1640	6	20	20	100	100.0	5	100	100.0
8190	snp	1639	8	20	20	100	95.0	3	100	66.0
8191	snp	1624	3	20	20	100	100.0	7	100	100.0
8192	snp	1632	14	20	20	100	100.0	6	100	100.0
8193	snp	1640	8	20	20	100	100.0	4	100	100.0
8194	snp	1320	1	20	18	100	100.0	7	100	100.0
8195	snp	593	2	20	20	100	100.0	0	0	0
8196	snp	700	3	20	20	100	100.0	0	0	0
8197	snp	700	2	20	20	100	100.0	0	0	0
8198	snp	32	1	1	1	100	100.0	0	0	0
8199	snp	980	2	20	20	100	100.0	0	0	0
8200	snp	980	2	20	20	100	100.0	0	0	0
8201	snp	1441	1	20	20	100	15.0	10	100	20.0
8202	snp	1899	2	20	20	100	5.0	11	100	9.0
8203	snp	1924	8	20	20	0	0	9	0	0
8204	snp	1940	5	20	20	100	5.0	16	100	6.0
8205	snp	1940	10	20	20	0	0	16	0	0
8206	snp	1567	3	20	20	100	5.0	6	100	16.0
8207	snp	1133	15	20	20	0	0	6	0	0
8208	snp	517	4	11	11	100	100.0	0	0	0
8209	snp	976	6	20	20	100	100.0	0	0	0
8210	snp	929	4	20	20	100	100.0	0	0	0
8211	snp	980	2	20	20	100	100.0	2	100	100.0
8212	snp	1000	4	20	20	100	100.0	2	100	100.0
8213	snp	1033	1	20	20	100	60.0	6	100	50.0
8214	snp	1732	9	20	20	0	0	11	0	0
8215	snp	1780	5	20	20	0	0	11	0	0
8216	snp	1765	3	20	20	100	5.0	7	100	14.0
8217	snp	1772	9	20	20	0	0	8	0	0
8218	snp	1780	6	20	20	100	5.0	7	100	14.0
8219	snp	1772	4	20	20	0	0	4	0	0
8220	snp	1780	6	20	20	0	0	12	0	0
8221	snp	1780	9	20	20	0	0	3	0	0
8222	snp	1604	8	20	20	100	5.0	10	100	10.0
8223	snp	1254	9	20	20	0	0	5	0	0
8224	snp	964	2	20	20	100	30.0	0	0	0
8225	snp	808	2	19	17	100	100.0	0	0	0
8226	snp	959	3	20	20	100	40.0	5	0	0
8227	snp	1623	11	20	20	0	0	7	0	0
8228	snp	1780	6	20	20	0	0	8	0	0
8229	snp	1772	10	20	20	0	0	10	0	0
8230	snp	1780	12	20	20	0	0	7	0	0
8231	snp	1748	11	20	20	100	10.0	13	100	15.0
8232	snp	1672	5	20	20	100	5.0	13	100	7.0
8233	snp	1275	7	20	20	0	0	9	0	0
8234	snp	777	1	20	20	100	55.0	1	0	0
8235	snp	164	1	4	4	100	100.0	0	0	0
8236	indel	288	1	20	16	100	18.0	7	100	28.0
8237	indel	1992	14	20	20	100	86.42857142857143	8	100	87.42857142857143
8238	indel	1351	3	20	20	100	40.0	5	100	20.0
8239	indel	903	5	20	20	100	30.0	0	0	0
8240	indel	764	2	20	20	100	90.0	0	0	0
8241	indel	760	1	20	20	100	100.0	0	0	0
8242	indel	748	2	20	18	100	88.0	0	0	0
8243	indel	720	1	20	20	100	95.0	0	0	0
8244	indel	266	7	7	7	100	100.0	0	0	0
8245	snp	1048	4	20	20	100	70.0	2	0	0
8246	snp	1708	6	20	20	0	0	5	0	0
8247	snp	1873	8	20	20	0	0	7	0	0
8248	snp	1923	1	20	20	100	5.0	7	100	14.0
8249	snp	1649	12	20	20	100	45.0	11	100	27.0
8250	snp	1932	9	20	20	100	5.0	15	100	6.0
8251	snp	1827	11	20	20	100	10.0	19	100	10.0
8252	snp	1075	3	20	20	100	45.0	9	0	0
8253	snp	593	3	13	13	100	100.0	0	0	0
8254	snp	1180	4	20	20	100	100.0	0	0	0
8255	snp	1517	2	20	20	100	32.5	10	100	15.0
8256	snp	1735	2	20	20	100	5.0	4	0	0
8257	snp	1726	3	20	20	100	10.0	10	100	10.0
8258	snp	1741	4	20	20	100	5.0	8	0	0
8259	snp	1780	6	20	20	100	5.0	9	100	11.0
8260	snp	1780	15	20	20	0	0	6	0	0
8261	snp	1780	7	20	20	0	0	4	0	0
8262	snp	1780	7	20	20	0	0	2	0	0
8263	snp	1772	8	20	20	0	0	5	0	0
8264	snp	1083	4	20	20	100	70.0	8	100	50.0
8265	snp	507	1	13	13	100	100.0	0	0	0
8266	snp	1320	2	20	20	100	10.0	5	0	0
8267	snp	1695	4	20	18	100	5.0	8	100	12.0
8268	snp	1770	4	20	20	0	0	8	0	0
8269	snp	1780	7	20	20	0	0	5	0	0
8270	snp	1681	9	20	20	100	10.0	14	0	0
8271	snp	1674	2	20	20	100	15.0	15	100	20.0
8272	snp	632	2	14	14	100	92.0	0	0	0
8273	snp	991	2	20	20	100	60.0	6	100	66.0
8274	snp	1708	7	20	20	0	0	7	0	0
8275	snp	1932	5	20	20	0	0	5	0	0
8276	snp	1940	14	20	20	0	0	4	0	0
8277	snp	1940	14	20	20	0	0	8	0	0
8278	snp	1925	10	20	20	100	10.0	12	100	16.0
8279	snp	1930	8	20	20	0	0	9	0	0
8280	snp	1108	1	20	20	100	20.0	8	0	0
8281	snp	1932	15	20	20	0	0	13	0	0
8282	snp	1301	3	19	17	100	23.0	9	100	33.0
8283	snp	1054	1	20	20	100	90.0	3	100	100.0
8284	snp	1532	5	20	20	100	5.0	9	0	0
8285	snp	1772	5	20	20	100	5.0	10	100	10.0
8286	snp	1666	4	20	20	100	5.0	12	0	0
8287	snp	1678	5	20	20	100	10.0	13	100	15.0
8288	snp	736	3	16	14	100	85.0	1	0	0
8289	snp	1128	5	20	20	100	10.0	6	0	0
8290	snp	1500	2	20	20	100	5.0	10	100	10.0
8291	snp	1451	7	20	20	100	55.0	10	100	60.0
8292	snp	1610	157	20	20	100	40.0	11	100	45.0
8293	snp	1590	7	20	20	100	20.0	7	100	28.0
8294	snp	598	2	14	14	100	85.0	1	0	0
8295	snp	860	5	20	20	100	100.0	0	0	0
8296	snp	947	5	20	20	0	0	0	0	0
8297	snp	1071	6	20	20	100	5.0	7	0	0
8298	snp	1286	1	20	20	100	5.0	4	0	0
8299	snp	1464	9	20	20	0	0	5	0	0
8300	snp	1699	2	20	20	100	5.0	10	0	0
8301	snp	1734	3	20	20	100	5.0	7	0	0
8302	snp	1780	7	20	20	0	0	2	0	0
8303	snp	1780	28	20	20	0	0	7	0	0
8304	snp	1780	10	20	20	0	0	4	0	0
8305	snp	1764	8	20	20	0	0	6	0	0
8306	snp	1780	11	20	20	0	0	5	0	0
8307	snp	1780	9	20	20	0	0	4	0	0
8308	snp	1780	12	20	20	100	5.0	3	0	0
8309	snp	1724	5	20	20	100	10.0	7	100	14.0
8310	snp	1743	4	20	20	100	5.0	11	100	9.0
8311	snp	1770	8	20	20	100	5.0	10	100	10.0
8312	snp	1775	21	20	20	0	0	8	0	0
8313	snp	1162	11	20	20	0	0	6	0	0
8314	snp	860	2	20	20	100	100.0	0	0	0
8315	snp	125	3	3	3	100	100.0	0	0	0
8316	snp	891	3	20	20	100	10.0	5	0	0
8317	snp	1544	7	20	20	0	0	16	0	0
8318	snp	1932	6	20	20	100	10.0	6	100	33.0
8319	snp	1668	7	20	18	100	11.0	6	100	33.0
8320	snp	1083	6	20	20	100	15.0	8	100	12.0
8321	snp	704	4	20	20	100	95.0	0	0	0
8322	snp	660	5	20	20	100	100.0	0	0	0
8323	snp	162	6	5	5	100	100.0	0	0	0
8324	snp	994	2	20	20	100	100.0	0	0	0
8325	snp	994	3	20	20	100	100.0	0	0	0
8326	snp	989	2	20	20	100	87.5	2	100	100.0
8327	snp	1489	3	20	20	100	25.0	9	100	11.0
8328	snp	1932	18	20	20	0	0	4	0	0
8329	snp	1900	2	20	20	0	0	7	0	0
8330	snp	1932	10	20	20	0	0	3	0	0
8331	snp	1893	6	20	20	0	0	2	0	0
8332	snp	1932	11	20	20	0	0	6	0	0
8333	snp	1940	10	20	20	0	0	7	0	0
8334	snp	1882	2	20	20	100	5.0	4	0	0
8335	snp	1940	10	20	20	0	0	3	0	0
8336	snp	1871	6	20	20	100	15.0	10	100	30.0
8337	snp	1924	14	20	20	0	0	7	0	0
8338	snp	1924	14	20	20	0	0	8	0	0
8339	snp	1925	6	20	20	100	5.0	14	100	7.0
8340	snp	1916	19	20	20	0	0	7	0	0
8341	snp	1924	9	20	20	0	0	12	0	0
8342	snp	1771	3	20	20	100	10.0	10	0	0
8343	snp	1925	8	20	20	100	5.0	4	100	25.0
8344	snp	1889	8	20	20	100	13.125	11	100	23.625
8345	snp	1917	8	20	20	100	5.0	7	100	14.0
8346	snp	1924	13	20	20	0	0	11	0	0
8347	snp	1924	12	20	20	0	0	8	0	0
8348	snp	1925	5	20	20	100	5.0	7	100	14.0
8349	snp	1932	14	20	20	100	5.0	6	100	16.0
8350	snp	1917	8	20	20	100	5.0	8	100	12.0
8351	snp	1894	2	20	20	100	10.0	9	100	22.0
8352	snp	1734	8	20	20	0	0	11	0	0
8353	snp	1166	6	20	20	0	0	7	0	0
8354	snp	878	2	20	18	100	10.5	0	0	0
8355	snp	739	1	20	18	100	100.0	0	0	0
8356	snp	713	1	20	20	100	100.0	0	0	0
8357	snp	720	2	20	20	100	100.0	0	0	0
8358	snp	144	3	4	4	100	100.0	0	0	0
8359	snp	701	1	20	20	100	100.0	0	0	0
